;ＭＳ７７マップ
(10,15) ; マップの全体サイズ(Ｘ:0-9, Ｙ:0-14)
;-< 0>-< 1>-< 2>-< 3>-< 4>-< 5>-< 6>-< 7>-< 8>-< 9>
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 0
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 1
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 2
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 3
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 4
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 5
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 6
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 7
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 8
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ; 9
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ;10
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ;11
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ;12
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ;13
    1,   1,   1,   1,   1,   1,   1,   1,   1,   1, ;14
;
BG_MAX(480, 304) ; ＢＧの最大サイズ  (30*16, 19*16)
BG_ROUT(272,64) ; マップ左上原点のＢＧ上のドット位置(17*16, 4*16)
BG_CHG(0,0)       ; BG_ROUTの座標（省略時は０、０）
SPR_CHG(384,392)  ; スプライトの変換座標（省略時は０、８）
;
;地形名
;GND(23,"チタンの床")              ; 地形名１(ＭＡＸ６文字)
GND(01,"チタンの床")              ; 地形名１(ＭＡＸ６文字)

