;ÇlÇrÇTÉ}ÉbÉv
; Å¶ X<20>ÇçÌèúÇµÇΩÇÃÇ≈ÅAâ°ïùÇ™ã∑Ç¢å`Ç≈Ç∑
(20,32) ; É}ÉbÉvÇÃëSëÃÉTÉCÉY(Çw:0-19, Çx:0-31)
;-< 0>-< 1>-< 2>-< 3>-< 4>-< 5>-< 6>-< 7>-< 8>-< 9>-<10>-<11>-<12>-<13>-<14>-<15>-<16>-<17>-<18>-<19>
     0,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3 ; 0
     0,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   3,   3,   3,   3,   3,   3,   3 ; 1
     0,  90,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   4,   3,   3,   3,   3,   3,   3 ; 2
     0,  90,   3,   3,   3,   3,   3,   4, 104,   3,   3,   3,   3,   3,   4,   3,   3,   3,   3,   3 ; 3
     0,   3,   3,   3,   3,   3,   3,   4,   4,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3 ; 4
     0,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3,   3 ; 5
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ; 6
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ; 7
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ; 8
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ; 9
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;10
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   4,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;11
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   4,   3,   3,  90,  90,  90,  90,  90,  90 ;12
     0,  90,  90,  90,1203,   3,   3,9903,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;13
     0,  90,  90,  90,  90,  90,  90,  90,   3,   3,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;14
     0,  90,  90,  90,  90,  90,  90,  90,   3,   4,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;15
     0,  90,  90,  90,  90,  90,  90,  90,   3,   4,   3,   3,   3,   3,  90,  90,  90,  90,  90,  90 ;16
