;ÇlÇrÇWÉ}ÉbÉv
(43,48) ; É}ÉbÉvÇÃëSëÃÉTÉCÉY(Çw: 0Å`42, Çx: 0Å`47)
;-< 0>-< 1>-< 2>-< 3>-< 4>-< 5>-< 6>-< 7>-< 8>-< 9>-<10>-<11>-<12>-<13>-<14>-<15>-<16>-<17>-<18>-<19>-<20>-<21>-<22>-<23>-<24>-<25>-<26>-<27>-<28>-<29>-<30>-<31>-<32>-<33>-<34>-<35>-<36>-<37>-<38>-<39>-<40>-<41>-<42>
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  92,  13,  13,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 0
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  13,  13,  13,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 1
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  13,  13,  13,  14,  14,  13,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 2
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  14,  14,  14,  14,  14,  14,  14,  13,  13,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 3
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  14,  14,  14,  14,  14,  14,  14,  13,  14,  14,  13,  13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 4
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,1813,  13,  14,  14,  14,  14,  14,  14,  14,  13,  14,  14,  13,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 5
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  14,  14,  13,  13,  13,  13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 6
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  90,  90,  13,  90,  90,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 7
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  13,  13,  13,  13,  90,  90,  13,  90,  90,  13,  13,  90,  90,  13,  90,  90,  13,  13,  13,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 8
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  14,  14,  14,  14,  13,  13,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 9
    0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  13,  13,  90,  90,  13,  13,  13,  13,  90,  13,  13,  13,  13,  14,  14,  14,  14,  13,  13,  13,  13,  13,   0,   0,   0,   0,   0,   0,   0,   0,   0, ;10
    0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  90,  13,  13,  13,  13,  14,  14,  14,  13,  13,  13,  13,  13,  13,  90,   0,   0,   0,   0,   0,   0,   0,   0, ;11
    0,   0,   0,   0,   0,   0,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,   0,   0,   0,   0,   0,   0,   0, ;12
    0,   0,   0,   0,   0,  90,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,   0,   0,   0,   0,   0,   0, ;13
    0,   0,   0,   0,  90,  90,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,   0,   0,   0,   0,   0, ;14
    0,   0,   0,  90,  90,  90,  80,  80,  80,  80,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  90,  90,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,   0,   0,   0,   0, ;15
    0,   0,  90,  90,  90,  90,  80,  80,  80,  80,  13,  13,  13,  13,  90,  90,  13,  13,  90,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,   0,   0,   0, ;16
    0,  90,  90,  90,  90,  90,  80,  80,  80,  80,  13,  90,  90,  13,  13,  13,  13,  13,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  90,  90,  13,  13,  13,  13,  90,   0,   0, ;17
   90,  90,  90,  90,  90,  90,  80,  80,  80,  80,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,   0, ;18
   90,  90,  90,  90,  90,  90,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90, ;19
   90,  90,  90,  90,  90,  90,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;20
   90,  90,  90,  90,  90,  90,  80,  80,  80,  80,  13,  13,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;21
   90,  90,  90,  90,  91,  91,  80,  80,  80,  80,  13,  13,  90,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  90,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;22
   90,  90,  90,  90,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  14,  14,  14,  14,  90,  90,  13,  13,  13,  13,  13,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;23
   90,  90,  90,  90,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  14,  14,  14,  14,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;24
   90,  90,  90,  90,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  14,  14,  14,  14,  90,  90,  13,  90,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;25
   90,  90,  90,  90,  91,  91,  80,  80,  80,  80,  13,  13,  90,  90,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13, ;26
   91,  91,  91,  91,  91,  91,  80,  80,  80,  80,  13,  13,  90,  90,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  80,  80,  80,  80,  80,  80,  80,  81,  81,  81,  80,  80,  80, ;27
   91,  91,  91,  91,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  80,  80,  80,  80,  80,  80,  80,  81,  81,  81,  80,  80,  80, ;28
   91,  91,  92,  91,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  13,  13,  13,  13,  13,  80,  80,  80,  80,  80,  80,  80,  81,  81,  81,  80,  80,  80, ;29
   91,  91,  91,  91,  91,  90,  91,  80,  80,  80,  80,  13,  13,  90,  90,  13,  90,  90,  13,  90,  90,  13,  13,  13,  90,  90,  13,  13,  13,  13,  80,  80,  80,  91,  91,  91,  91,  91,  91,  91,  91,  91,  91, ;30
   91,  91,  91,  91,  91,  90,  91,  91,  80,  80,  80,  13,  13,  90,  90,  13,  90,  90,  13,  13,  13,  13,  13,  13,  90,  90,  13,  13,  13,  13,  80,  80,  80,  91,  91,  91,  91,  91,  91,  91,  91,  90,   0, ;31
    0,  90,  91,  91,  91,  91,  91,  91,  91,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  80,  80,  80,  91,  91,  91,  91,  91,  91,  91,  90,   0,   0, ;32
    0,   0,  91,  91,  91,  91,  91,  91,  91,  80,  80,  80,  80,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  13,  80,  80,  80,  80,  91,  91,  92,  91,  91,  91,  90,   0,   0,   0, ;33
