;ÇlÇrÇQÇTÉ}ÉbÉv
(49,45) ; É}ÉbÉvÇÃëSëÃÉTÉCÉY(Çw: 0Å`48, Çx: 0Å`44)
;-< 0>-< 1>-< 2>-< 3>-< 4>-< 5>-< 6>-< 7>-< 8>-< 9>-<10>-<11>-<12>-<13>-<14>-<15>-<16>-<17>-<18>-<19>-<20>-<21>-<22>-<23>-<24>-<25>-<26>-<27>-<28>-<29>-<30>-<31>-<32>-<33>-<34>-<35>-<36>-<37>-<38>-<39>-<40>-<41>-<42>-<43>-<44>-<45>-<46>-<47>-<48>
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  43,  43,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 0
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  43,  43,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 1
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,  43,  43,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 2
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,   5,   5,   5,   5,  43,  43,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 3
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,   5,   5,   5,   5,  43,  43,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 4
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   5,   5,   5,   5,   5,   5,   5,   5,  43,  43,   5,9905,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 5
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,  43,  43,   5,9805,   5,   5,   5,1605,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 6
    0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,   5,   5,   5,   5,   5,   5,   5,   5,  43,  43,   5,9805,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,   5,  90,  90,  90,  90,  90,   0,   0,   0,   0,   0,   0,   0,   0,   0,; 7
