"","","","","//==================================
// World map overlay strings
//==================================","","","",""
"string","worldmap-0x20","リューディア「","}","元気そうね　ユナ",,,"=IF(F2=I2, ""UNTRANSLATED"", """")",
"string","worldmap-0x40","ユナ「","=T(D2)","リ　リューディアさん!?
わぁ　久しぶり　元気だったぁ!?",,,"=IF(F3=I3, ""UNTRANSLATED"", """")",
"string","worldmap-0x7C","=T(C2)","=T(D2)","ええ……
私は今回　戦闘に参加できないけれど
できるだけの協力はするわ！",,,"=IF(F4=I4, ""UNTRANSLATED"", """")",
"string","worldmap-0xD4","「","=T(D2)","アイテムの調達は私にまかせて
ちょうだい！　それと私の方でも
他の仲間を捜してみるわ!!",,,"=IF(F5=I5, ""UNTRANSLATED"", """")",
"string","worldmap-0x12C","=T(C5)","=T(D2)","アイテムと見つけた仲間は
すぐに転送するから安心して!!",,,"=IF(F6=I6, ""UNTRANSLATED"", """")",
"string","worldmap-0x164","=T(C3)","=T(D2)","ありがと！　リューディアさん!!",,,"=IF(F7=I7, ""UNTRANSLATED"", """")",
"string","worldmap-0x194","エルナー「","=T(D2)","そういえば　ユナ
ママとは連絡をとってるんですか？",,,"=IF(F8=I8, ""UNTRANSLATED"", """")",
"string","worldmap-0x1D8","=T(C3)","=T(D2)","ううん……パパとママ今頃
どうしてるのかな…",,,"=IF(F9=I9, ""UNTRANSLATED"", """")",
"string","worldmap-0x218",,,"へ",,,"=IF(F10=I10, ""UNTRANSLATED"", """")",
"string","worldmap-0x230",,,"ＰＮ：ＳＨＩＮＹＡ",,,"=IF(F11=I11, ""UNTRANSLATED"", """")",
"string","worldmap-0x244",,,"ＰＮ：風村　沙葵",,,"=IF(F12=I12, ""UNTRANSLATED"", """")",
"string","worldmap-0x258",,,"福田　和仁",,,"=IF(F13=I13, ""UNTRANSLATED"", """")",
"string","worldmap-0x264",,,"井口　幹教",,,"=IF(F14=I14, ""UNTRANSLATED"", """")",
"string","worldmap-0x270",,,"伊東　涼太",,,"=IF(F15=I15, ""UNTRANSLATED"", """")",
"string","worldmap-0x27C",,,"ＰＮ：Ｓｈｅｌｌ",,,"=IF(F16=I16, ""UNTRANSLATED"", """")",
"string","worldmap-0x290",,,"ＰＮ：神楽坂　隆",,,"=IF(F17=I17, ""UNTRANSLATED"", """")",
"string","worldmap-0x2A4",,,"ＰＮ：ファミー２",,,"=IF(F18=I18, ""UNTRANSLATED"", """")",
"string","worldmap-0x2B8",,,"ＰＮ：ＭＡＹＡ",,,"=IF(F19=I19, ""UNTRANSLATED"", """")",
"string","worldmap-0x2C8",,,"畠山　弘和",,,"=IF(F20=I20, ""UNTRANSLATED"", """")",
"string","worldmap-0x2D4",,,"杉　智洋",,,"=IF(F21=I21, ""UNTRANSLATED"", """")",
"string","worldmap-0x2E0",,,"ＰＮ：ふるパワ〜",,,"=IF(F22=I22, ""UNTRANSLATED"", """")",
"string","worldmap-0x2F4",,,"さんの作品",,,"=IF(F23=I23, ""UNTRANSLATED"", """")",
"string","worldmap-0x300","ママ「","=T(D2)","ユナ　あなたにファンレターが
来てるわよ！",,,"=IF(F24=I24, ""UNTRANSLATED"", """")",
"string","worldmap-0x330","=T(C3)","=T(D2)","わーい　ホントに❤",,,"=IF(F25=I25, ""UNTRANSLATED"", """")",
"string","worldmap-0x34C","=T(C24)","=T(D2)","それと噂で聞いたんだけど
どこかの星で強い兵隊さんを
やっつけるといいことがあるそうよ！",,,"=IF(F26=I26, ""UNTRANSLATED"", """")",
"string","worldmap-0x3B4","=T(C3)","=T(D2)","えっ　いいこと？
それってなんだろ………？",,,"=IF(F27=I27, ""UNTRANSLATED"", """")",
"string","worldmap-0x3E4","=T(C24)","=T(D2)","じゃあ　ユナ　気をつけてね！",,,"=IF(F28=I28, ""UNTRANSLATED"", """")",
"string","worldmap-0x408","=T(C3)","=T(D2)","行って来ま〜す　ママ❤",,,"=IF(F29=I29, ""UNTRANSLATED"", """")",
"string","worldmap-0x428","=T(C2)","=T(D2)","ハイ
こちらリューディア…
お買い物なら私にまかせてね！",,,"=IF(F30=I30, ""UNTRANSLATED"", """")",
"string","worldmap-0x470","=T(C2)","=T(D2)","また　後で
会いましょう！",,,"=IF(F31=I31, ""UNTRANSLATED"", """")",
"string","worldmap-0x789C",,,"　",,,"=IF(F32=I32, ""UNTRANSLATED"", """")",
"string","worldmap-0x7E38",,,"ＣＨＡＰＴ．０",,,"=IF(F33=I33, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Title -- technique names?
//==================================","","","",""
"string","title-0xB58",,,"ダミー",,,"=IF(F35=I35, ""UNTRANSLATED"", """")",
"string","title-0xB4C",,,"乱れ撃ち",,,"=IF(F36=I36, ""UNTRANSLATED"", """")",
"string","title-0xB38",,,"ミラージュキャノン",,,"=IF(F37=I37, ""UNTRANSLATED"", """")",
"string","title-0xB24",,,"ライトスラッシュ",,,"=IF(F38=I38, ""UNTRANSLATED"", """")",
"string","title-0xB10",,,"ハンドヒ一リング",,,"=IF(F39=I39, ""UNTRANSLATED"", """")",
"string","title-0xB00",,,"クルクルパンチ",,,"=IF(F40=I40, ""UNTRANSLATED"", """")",
"string","title-0xAE8",,,"ユーリィ１０１匹大行進",,,"=IF(F41=I41, ""UNTRANSLATED"", """")",
"string","title-0xADC",,,"テレポ一ト",,,"=IF(F42=I42, ""UNTRANSLATED"", """")",
"string","title-0xAC8",,,"ＥＳＰヒ一リング",,,"=IF(F43=I43, ""UNTRANSLATED"", """")",
"string","title-0xAB4",,,"ミルキーアタック",,,"=IF(F44=I44, ""UNTRANSLATED"", """")",
"string","title-0xAAC",,,"爆光球",,,"=IF(F45=I45, ""UNTRANSLATED"", """")",
"string","title-0xA9C",,,"キ一プ君召喚",,,"=IF(F46=I46, ""UNTRANSLATED"", """")",
"string","title-0xA8C",,,"ホールインワン",,,"=IF(F47=I47, ""UNTRANSLATED"", """")",
"string","title-0xA7C",,,"スロ一ムーヴ",,,"=IF(F48=I48, ""UNTRANSLATED"", """")",
"string","title-0xA68",,,"スロ一ヒ一リング",,,"=IF(F49=I49, ""UNTRANSLATED"", """")",
"string","title-0xA54",,,"おっとりレ一ザ一",,,"=IF(F50=I50, ""UNTRANSLATED"", """")",
"string","title-0xA40",,,"サイキックピ一ス",,,"=IF(F51=I51, ""UNTRANSLATED"", """")",
"string","title-0xA2C",,,"ミラ一ジュビ一ム",,,"=IF(F52=I52, ""UNTRANSLATED"", """")",
"string","title-0xA18",,,"エレガントダンス",,,"=IF(F53=I53, ""UNTRANSLATED"", """")",
"string","title-0xA10",,,"浄気拳",,,"=IF(F54=I54, ""UNTRANSLATED"", """")",
"string","title-0xA08",,,"集気拳",,,"=IF(F55=I55, ""UNTRANSLATED"", """")",
"string","title-0x9EC",,,"ファイブアニマルカンフー",,,"=IF(F56=I56, ""UNTRANSLATED"", """")",
"string","title-0x9D8",,,"ポイズンニードル",,,"=IF(F57=I57, ""UNTRANSLATED"", """")",
"string","title-0x9C8",,,"フラワーミスト",,,"=IF(F58=I58, ""UNTRANSLATED"", """")",
"string","title-0x9B0",,,"デンジャラスパウダー",,,"=IF(F59=I59, ""UNTRANSLATED"", """")",
"string","title-0x9A0",,,"茶筅ミサイル",,,"=IF(F60=I60, ""UNTRANSLATED"", """")",
"string","title-0x990",,,"茶釜アタック",,,"=IF(F61=I61, ""UNTRANSLATED"", """")",
"string","title-0x984",,,"お茶立て",,,"=IF(F62=I62, ""UNTRANSLATED"", """")",
"string","title-0x974",,,"パンクロック",,,"=IF(F63=I63, ""UNTRANSLATED"", """")",
