"","","","","//==================================
// Map MS01
//==================================","","","",""
"string","MS01-obj-0",,,"花壇",,,"=IF(F2=I2, ""UNTRANSLATED"", """")",
"string","MS01-obj-1",,,"ゴミ箱",,,"=IF(F3=I3, ""UNTRANSLATED"", """")",
"string","MS01-gnd-2",,,"道路",,,"=IF(F4=I4, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS02
//==================================","","","",""
"string","MS02-obj-0",,,"木",,,"=IF(F6=I6, ""UNTRANSLATED"", """")",
"string","MS02-gnd-1",,,"芝生",,,"=IF(F7=I7, ""UNTRANSLATED"", """")",
"string","MS02-gnd-2",,,"歩道",,,"=IF(F8=I8, ""UNTRANSLATED"", """")",
"string","MS02-gnd-3",,,"割れた歩道",,,"=IF(F9=I9, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS03
//==================================","","","",""
"string","MS03-obj-0",,,"ライト",,,"=IF(F11=I11, ""UNTRANSLATED"", """")",
"string","MS03-gnd-1",,,"タイルの床",,,"=IF(F12=I12, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS04
//==================================","","","",""
"string","MS04-obj-0",,,"ガレキ",,,"=IF(F14=I14, ""UNTRANSLATED"", """")",
"string","MS04-gnd-1",,,"滑走路",,,"=IF(F15=I15, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS05
//==================================","","","",""
"string","MS05-obj-0",,,"門",,,"=IF(F17=I17, ""UNTRANSLATED"", """")",
"string","MS05-gnd-1",,,"道路","=T(F4)","=""DUPE: ""&ADDRESS(ROW(F4), COLUMN(F4), 4)",,
"string","MS05-gnd-2",,,"砂利の道路",,,"=IF(F19=I19, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS06
//==================================","","","",""
"string","MS06-gnd-0",,,"宇宙空間",,,"=IF(F21=I21, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS07
//==================================","","","",""
"string","MS07-obj-0",,,"切り株",,,"=IF(F23=I23, ""UNTRANSLATED"", """")",
"string","MS07-obj-1",,,"草",,,"=IF(F24=I24, ""UNTRANSLATED"", """")",
"string","MS07-obj-2",,,"木","=T(F6)","=""DUPE: ""&ADDRESS(ROW(F6), COLUMN(F6), 4)",,
"string","MS07-gnd-3",,,"ぬかるみ",,,"=IF(F26=I26, ""UNTRANSLATED"", """")",
"string","MS07-gnd-4",,,"平地",,,"=IF(F27=I27, ""UNTRANSLATED"", """")",
"string","MS07-gnd-5",,,"荒れた芝",,,"=IF(F28=I28, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS08
//==================================","","","",""
"string","MS08-gnd-0",,,"お菓子の地面",,,"=IF(F30=I30, ""UNTRANSLATED"", """")",
"string","MS08-gnd-1",,,"壊れたお菓子",,,"=IF(F31=I31, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS09
//==================================","","","",""
"string","MS09-gnd-0",,,"アイスバーン",,,"=IF(F33=I33, ""UNTRANSLATED"", """")",
"string","MS09-gnd-1",,,"積もった雪",,,"=IF(F34=I34, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS10
//==================================","","","",""
"string","MS10-obj-0",,,"岩",,,"=IF(F36=I36, ""UNTRANSLATED"", """")",
"string","MS10-gnd-1",,,"砂漠",,,"=IF(F37=I37, ""UNTRANSLATED"", """")",
"string","MS10-gnd-2",,,"マグマ",,,"=IF(F38=I38, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS100
//==================================","","","",""
"string","MS100-gnd-0",,,"コートパネル",,,"=IF(F40=I40, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS101
//==================================","","","",""
"string","MS101-gnd-0",,,"コートパネル","=T(F40)","=""DUPE: ""&ADDRESS(ROW(F40), COLUMN(F40), 4)",,
"","","","","//==================================
// Map MS103
//==================================","","","",""
"string","MS103-gnd-0",,,"黒の石床",,,"=IF(F44=I44, ""UNTRANSLATED"", """")",
"string","MS103-gnd-1",,,"赤じゅうたん",,,"=IF(F45=I45, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS105
//==================================","","","",""
"string","MS105-gnd-0",,,"闇の亜空間",,,"=IF(F47=I47, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS107
//==================================","","","",""
"string","MS107-gnd-0",,,"水晶のパネル",,,"=IF(F49=I49, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS109
//==================================","","","",""
"string","MS109-gnd-0",,,"チタンの床",,,"=IF(F51=I51, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS11
//==================================","","","",""
"string","MS11-gnd-0",,,"ジメジメの床",,,"=IF(F53=I53, ""UNTRANSLATED"", """")",
"string","MS11-gnd-1",,,"スイッチの床",,,"=IF(F54=I54, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS110
//==================================","","","",""
"string","MS110-gnd-0",,,"コートパネル","=T(F40)","=""DUPE: ""&ADDRESS(ROW(F40), COLUMN(F40), 4)",,
"","","","","//==================================
// Map MS112
//==================================","","","",""
"string","MS112-gnd-0",,,"コートパネル","=T(F40)","=""DUPE: ""&ADDRESS(ROW(F40), COLUMN(F40), 4)",,
"","","","","//==================================
// Map MS113
//==================================","","","",""
"string","MS113-gnd-0",,,"クロスパネル",,,"=IF(F60=I60, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS114
//==================================","","","",""
"string","MS114-gnd-0",,,"コートパネル","=T(F40)","=""DUPE: ""&ADDRESS(ROW(F40), COLUMN(F40), 4)",,
"","","","","//==================================
// Map MS116
//==================================","","","",""
"string","MS116-gnd-0",,,"道路","=T(F4)","=""DUPE: ""&ADDRESS(ROW(F4), COLUMN(F4), 4)",,
"","","","","//==================================
// Map MS117
//==================================","","","",""
"string","MS117-gnd-0",,,"星の砂地",,,"=IF(F66=I66, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS118
//==================================","","","",""
"string","MS118-gnd-0",,,"石のパネル",,,"=IF(F68=I68, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS12
//==================================","","","",""
"string","MS12-gnd-0",,,"岩盤",,,"=IF(F70=I70, ""UNTRANSLATED"", """")",
"string","MS12-gnd-1",,,"湿った岩盤",,,"=IF(F71=I71, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS120
//==================================","","","",""
"string","MS120-gnd-0",,,"特殊合金の床",,,"=IF(F73=I73, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS122
//==================================","","","",""
"string","MS122-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS13
//==================================","","","",""
"string","MS13-gnd-0",,,"宇宙空間","=T(F21)","=""DUPE: ""&ADDRESS(ROW(F21), COLUMN(F21), 4)",,
"","","","","//==================================
// Map MS14
//==================================","","","",""
"string","MS14-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS14-gnd-1",,,"スイッチの床","=T(F54)","=""DUPE: ""&ADDRESS(ROW(F54), COLUMN(F54), 4)",,
"","","","","//==================================
// Map MS15
//==================================","","","",""
"string","MS15-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"string","MS15-gnd-1",,,"金網",,,"=IF(F83=I83, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS18
//==================================","","","",""
"string","MS18-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS19
//==================================","","","",""
"string","MS19-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS20
//==================================","","","",""
"string","MS20-gnd-0",,,"異次元空間",,,"=IF(F89=I89, ""UNTRANSLATED"", """")",
"string","MS20-gnd-1",,,"異次元空間","=T(F89)","=""DUPE: ""&ADDRESS(ROW(F89), COLUMN(F89), 4)",,
"","","","","//==================================
// Map MS200
//==================================","","","",""
"string","MS200-gnd-0",,,"木の橋",,,"=IF(F92=I92, ""UNTRANSLATED"", """")",
"string","MS200-gnd-1",,,"砂地",,,"=IF(F93=I93, ""UNTRANSLATED"", """")",
"string","MS200-gnd-2",,,"荒れた砂地",,,"=IF(F94=I94, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS201
//==================================","","","",""
"string","MS201-gnd-0",,,"魔石のパネル",,,"=IF(F96=I96, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS21
//==================================","","","",""
"string","MS21-obj-0",,,"岩","=T(F36)","=""DUPE: ""&ADDRESS(ROW(F36), COLUMN(F36), 4)",,
"string","MS21-gnd-1",,,"星の砂地","=T(F66)","=""DUPE: ""&ADDRESS(ROW(F66), COLUMN(F66), 4)",,
"string","MS21-gnd-2",,,"荒れた砂地","=T(F94)","=""DUPE: ""&ADDRESS(ROW(F94), COLUMN(F94), 4)",,
"","","","","//==================================
// Map MS22
//==================================","","","",""
"string","MS22-gnd-0",,,"硬質金属の床",,,"=IF(F102=I102, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS23
//==================================","","","",""
"string","MS23-gnd-0",,,"黒鉱石の地面",,,"=IF(F104=I104, ""UNTRANSLATED"", """")",
"string","MS23-gnd-1",,,"転送スイッチ",,,"=IF(F105=I105, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS24
//==================================","","","",""
"string","MS24-gnd-0",,,"黒鉱石の地面","=T(F104)","=""DUPE: ""&ADDRESS(ROW(F104), COLUMN(F104), 4)",,
"string","MS24-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS25
//==================================","","","",""
"string","MS25-obj-0",,,"岩","=T(F36)","=""DUPE: ""&ADDRESS(ROW(F36), COLUMN(F36), 4)",,
"string","MS25-obj-1",,,"草","=T(F24)","=""DUPE: ""&ADDRESS(ROW(F24), COLUMN(F24), 4)",,
"string","MS25-gnd-2",,,"星の砂地","=T(F66)","=""DUPE: ""&ADDRESS(ROW(F66), COLUMN(F66), 4)",,
"string","MS25-gnd-3",,,"荒れた砂地","=T(F94)","=""DUPE: ""&ADDRESS(ROW(F94), COLUMN(F94), 4)",,
"string","MS25-gnd-4",,,"流砂",,,"=IF(F114=I114, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS26
//==================================","","","",""
"string","MS26-gnd-0",,,"赤鉱石の地面",,,"=IF(F116=I116, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS27
//==================================","","","",""
"string","MS27-gnd-0",,,"セラミック道",,,"=IF(F118=I118, ""UNTRANSLATED"", """")",
"string","MS27-gnd-1",,,"排気口",,,"=IF(F119=I119, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS29
//==================================","","","",""
"string","MS29-gnd-0",,,"水晶のパネル","=T(F49)","=""DUPE: ""&ADDRESS(ROW(F49), COLUMN(F49), 4)",,
"","","","","//==================================
// Map MS30
//==================================","","","",""
"string","MS30-gnd-0",,,"黒の石床","=T(F44)","=""DUPE: ""&ADDRESS(ROW(F44), COLUMN(F44), 4)",,
"string","MS30-gnd-1",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS31
//==================================","","","",""
"string","MS31-gnd-0",,,"クロスパネル","=T(F60)","=""DUPE: ""&ADDRESS(ROW(F60), COLUMN(F60), 4)",,
"string","MS31-gnd-1",,,"血塗られた床",,,"=IF(F127=I127, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS32
//==================================","","","",""
"string","MS32-gnd-0",,,"闇の亜空間","=T(F47)","=""DUPE: ""&ADDRESS(ROW(F47), COLUMN(F47), 4)",,
"","","","","//==================================
// Map MS40
//==================================","","","",""
"string","MS40-gnd-0",,,"床",,,"=IF(F131=I131, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS41
//==================================","","","",""
"string","MS41-gnd-0",,,"床","=T(F131)","=""DUPE: ""&ADDRESS(ROW(F131), COLUMN(F131), 4)",,
"","","","","//==================================
// Map MS50
//==================================","","","",""
"string","MS50-obj-0",,,"門","=T(F17)","=""DUPE: ""&ADDRESS(ROW(F17), COLUMN(F17), 4)",,
"string","MS50-gnd-1",,,"道路","=T(F4)","=""DUPE: ""&ADDRESS(ROW(F4), COLUMN(F4), 4)",,
"string","MS50-gnd-2",,,"砂利の道路","=T(F19)","=""DUPE: ""&ADDRESS(ROW(F19), COLUMN(F19), 4)",,
"","","","","//==================================
// Map MS51
//==================================","","","",""
"string","MS51-obj-0",,,"ガレキ","=T(F14)","=""DUPE: ""&ADDRESS(ROW(F14), COLUMN(F14), 4)",,
"string","MS51-gnd-1",,,"滑走路","=T(F15)","=""DUPE: ""&ADDRESS(ROW(F15), COLUMN(F15), 4)",,
"","","","","//==================================
// Map MS53
//==================================","","","",""
"string","MS53-gnd-0",,,"床","=T(F131)","=""DUPE: ""&ADDRESS(ROW(F131), COLUMN(F131), 4)",,
"","","","","//==================================
// Map MS54
//==================================","","","",""
"string","MS54-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS55
//==================================","","","",""
"string","MS55-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS56
//==================================","","","",""
"string","MS56-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS57
//==================================","","","",""
"string","MS57-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS58
//==================================","","","",""
"string","MS58-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS59
//==================================","","","",""
"string","MS59-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"","","","","//==================================
// Map MS60
//==================================","","","",""
"string","MS60-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS61
//==================================","","","",""
"string","MS61-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS62
//==================================","","","",""
"string","MS62-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS63
//==================================","","","",""
"string","MS63-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS64
//==================================","","","",""
"string","MS64-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"string","MS64-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS65
//==================================","","","",""
"string","MS65-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"","","","","//==================================
// Map MS66
//==================================","","","",""
"string","MS66-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"","","","","//==================================
// Map MS67
//==================================","","","",""
"string","MS67-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS67-gnd-1",,,"スイッチの床","=T(F54)","=""DUPE: ""&ADDRESS(ROW(F54), COLUMN(F54), 4)",,
"","","","","//==================================
// Map MS68
//==================================","","","",""
"string","MS68-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS68-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS69
//==================================","","","",""
"string","MS69-gnd-0",,,"赤じゅうたん","=T(F45)","=""DUPE: ""&ADDRESS(ROW(F45), COLUMN(F45), 4)",,
"","","","","//==================================
// Map MS70
//==================================","","","",""
"string","MS70-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"string","MS70-gnd-1",,,"アミの橋",,,"=IF(F180=I180, ""UNTRANSLATED"", """")",
"","","","","//==================================
// Map MS71
//==================================","","","",""
"string","MS71-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS71-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS72
//==================================","","","",""
"string","MS72-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS72-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS73
//==================================","","","",""
"string","MS73-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS73-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS74
//==================================","","","",""
"string","MS74-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS74-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS75
//==================================","","","",""
"string","MS75-gnd-0",,,"チタンの床","=T(F51)","=""DUPE: ""&ADDRESS(ROW(F51), COLUMN(F51), 4)",,
"string","MS75-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS76
//==================================","","","",""
"string","MS76-gnd-0",,,"特殊合金の床","=T(F73)","=""DUPE: ""&ADDRESS(ROW(F73), COLUMN(F73), 4)",,
"string","MS76-gnd-1",,,"転送スイッチ","=T(F105)","=""DUPE: ""&ADDRESS(ROW(F105), COLUMN(F105), 4)",,
"","","","","//==================================
// Map MS77
//==================================","","","",""
