;ÇlÇrÇV
(40,37) ; É}ÉbÉvÇÃëSëÃÉTÉCÉY(Çw:0-39, Çx:0-14)
;-< 0>-< 1>-< 2>-< 3>-< 4>-< 5>-< 6>-< 7>-< 8>-< 9>-<10>-<11>-<12>-<13>-<14>-<15>-<16>-<17>-<18>-<19>-<20>-<21>-<22>-<23>-<24>-<25>-<26>-<27>-<28>-<29>-<30>-<31>-<32>-<33>-<34>-<35>-<36>-<37>-<38>-<39>
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,  90,  90,  90,  90,  90,  90,  90,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 0
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,  90,  90,  90,  90,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 1
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   9,   9,   9,  90,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 2
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,   9,   9,9909,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 3
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,   9,9809,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0, ; 4
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  10,  10,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0,   0, ; 5
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  10,  10,   9,   9,  80,   9,9909,   9,   9,   9,   9,   9,9909,   9,   9,   9,   9,   9,   0,   0,   0,   0,   0,   0,   0, ; 6
    0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  10,  10,   9,   9,  80,  80,  80,   9,   9,9909,   9,  10,   9,   9,   9,   9,9909,   9,  90,   0,   0,   0,   0,   0,   0, ; 7
    0,   0,   0,   0,   0,   0,   0,   0,   0,  90,  90,  90,  90,  90,  10,  10,   9,   9,   9,   9,   9,  80,  80,   9,   9,  10,  10,   9,   9,   9,   9,   9,   9,  90,  90,   0,   0,   0,   0,   0, ; 8
    0,   0,   0,   0,   0,   0,   0,   0,   9,  90,  90,  90,  90,   9,  10,  10,  10,   9,   9,   9,   9,   9,  80,   9,   9,  10,  10,  10,  10,   9,   9,   9,   9,   9,  90,  90,   0,   0,   0,   0, ; 9
    0,   0,   0,   0,   0,   0,   0,   9,   9,   8,   8,   8,   8,   9,   9,  10,  10,   9,   9,   9,   9,  80,  80,9909,  10,  10,  10,  10,   9,   9,   9,   9,   9,   9,   9,  90,  90,   0,   0,   0, ;10
    0,   0,   0,   0,   0,   0,   9,   9,   9,   9,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,  80,  80,  80,   9,   9,   9,  10,  10,   9,   9,   9,   9,   9,   9,   9,  90,  90,  90,   0,   0, ;11
    0,   0,   0,   0,   0,   9,   9,   8,1309,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,  80,  80,   9,   9,   9,   9,   9,   9,9909,   9,   9,   9,9809,   9,   9,   9,  90,  90,  90,   0, ;12
    0,   0,   0,   0,   9,   9,   9,   8,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,  80,  80,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,  10,  10,  90,  90,  90, ;13
    0,   0,   0,   9,   9,   9,   9,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,9909,   9,   9,  10,  10,  10,  10,  90,  90,  90, ;14
    0,   0,   9,   9,   9,   9,   9,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,  10,  10,  10,  10,  10,  90,  90, ;15
    0,   9,   9,   9,   9,   9,   9,   8,   9,   8,   9,   9,   9,   9,   9,  80,  80,  80,   8,   8,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,  10,  10,9710,  10,9710,  10,  10,  90,  90, ;16
    9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,   9,  80,  80,  80,  80,  80,   8,   8,   8,   8,   8,   8,   8,  80,  80,  80,  80,   9,   9,  10,   8,  10,  10,  10,  10,  10,  90,  90, ;17
    0,   9,   9,   9,   9,   9,  90,  90,   9,   9,   9,   9,   9,  80,  80,   9,   9,   9,   8,   8,   8,   8,   8,   8,   8,  80,  80,  80,  80,  80,   8,   8,   8,   8,   8,  10,  10,  10,   9,  90, ;18
    0,   0,   9,   9,   9,  90,  90,  90,  90,   9,   9,   9,   9,   9,   9,   9,   9,   9,   8,   8,   8,   8,   9,   9,   9,   9,   9,   9,   9,  80,  80,   8,   8,   8,   8,   8,   8,   9,   9,   9, ;19
    0,   0,   0,   9,  90,  90,  90,  90,  90,  90,   9,   9,   9,   9,   9,   9,   9,   9,   9,   8,   8,   8,   9,   9,   9,   9,   9,   9,   8,   8,  80,   8,   8,   8,   8,   8,   8,   9,   9,   9, ;20
