string,ACM001.ACM,"#P(""startTime"", ""0.0180423"")
#P(""endTime"", ""1.65677"")",,,,"NOTE: this file contains all the XA files in the game, regardless of whether they need subtitles or not. protip: don't add subtitles to printed dialogue or the game will freeze."
string,ACM002.ACM,"#P(""startTime"", ""0.0230159"")
#P(""endTime"", ""6.8563"")",,,,
string,ACM003.ACM,"#P(""startTime"", ""0.0278836"")
#P(""endTime"", ""5.01735"")",,,,
string,ACM004.ACM,"#P(""startTime"", ""0.0194709"")
#P(""endTime"", ""7.17772"")",,,,
string,ACM005.ACM,"#P(""startTime"", ""0.0250265"")
#P(""endTime"", ""1.61397"")",,,,
string,ACM006.ACM,"#P(""startTime"", ""0.0037037"")
#P(""endTime"", ""3.76037"")",,,,
string,ACM007.ACM,"#P(""startTime"", ""0.0626984"")
#P(""endTime"", ""3.88365"")",,,,
string,ACM008.ACM,"#P(""startTime"", ""0.0304233"")
#P(""endTime"", ""5.10889"")",,,,
string,ACM009.ACM,"#P(""startTime"", ""0.0167725"")
#P(""endTime"", ""2.73508"")",,,,
string,ACM010.ACM,"#P(""startTime"", ""0.0103704"")
#P(""endTime"", ""3.33085"")",,,,
string,ACM011.ACM,"#P(""startTime"", ""0.0232804"")
#P(""endTime"", ""1.55481"")",,,,
string,ACM012.ACM,"#P(""startTime"", ""0.00708995"")
#P(""endTime"", ""11.149"")",,,,
string,ACM013.ACM,"#P(""startTime"", ""0.0250265"")
#P(""endTime"", ""8.70614"")",,,,
string,ACM014.ACM,"#P(""startTime"", ""0.00534392"")
#P(""endTime"", ""3.98233"")",,,,
string,ACM015.ACM,"#P(""startTime"", ""0.00693122"")
#P(""endTime"", ""3.41333"")",,,,
string,ACM016.ACM,"#P(""startTime"", ""0.00968254"")
#P(""endTime"", ""4.58804"")",,,,
string,ACM017.ACM,"#P(""startTime"", ""0.0062963"")
#P(""endTime"", ""13.7897"")",,,,
string,ACM018.ACM,"#P(""startTime"", ""0.0392063"")
#P(""endTime"", ""2.94402"")",,,,
string,ACM019.ACM,"#P(""startTime"", ""0.00904762"")
#P(""endTime"", ""10.6156"")",,,,
string,ACM020.ACM,"#P(""startTime"", ""0.0305291"")
#P(""endTime"", ""2.98571"")",,,,
string,ACM021.ACM,"#P(""startTime"", ""0.0133333"")
#P(""endTime"", ""1.89667"")",,,,
string,ACM022.ACM,"#P(""startTime"", ""0.0130159"")
#P(""endTime"", ""7.97079"")",,,,
string,ACM023.ACM,"#P(""startTime"", ""0.00936508"")
#P(""endTime"", ""1.90291"")",,,,
string,ACM024.ACM,"#P(""startTime"", ""0.0575132"")
#P(""endTime"", ""4.5209"")",,,,
string,ACM025.ACM,"#P(""startTime"", ""0.0100529"")
#P(""endTime"", ""2.71772"")",,,,
string,ACM026.ACM,"#P(""startTime"", ""0.0161905"")
#P(""endTime"", ""9.32529"")",,,,
string,ACM027.ACM,"#P(""startTime"", ""0.0151323"")
#P(""endTime"", ""6.13249"")",,,,
string,ACM028.ACM,"#P(""startTime"", ""0.00412698"")
#P(""endTime"", ""5.98307"")",,,,
string,ACM029.ACM,"#P(""startTime"", ""0.00301587"")
#P(""endTime"", ""2.00333"")",,,,
string,ACM030.ACM,"#P(""startTime"", ""0.0628571"")
#P(""endTime"", ""6.36952"")",,,,
string,ACM031.ACM,"#P(""startTime"", ""0.00534392"")
#P(""endTime"", ""2.55212"")",,,,
string,ACM032.ACM,"#P(""startTime"", ""0.0401058"")
#P(""endTime"", ""3.42212"")",,,,
string,ACM033.ACM,"#P(""startTime"", ""0.0138624"")
#P(""endTime"", ""4.4091"")",,,,
string,ACM034.ACM,"#P(""startTime"", ""0.0234392"")
#P(""endTime"", ""2.62402"")",,,,
string,ACM035.ACM,"#P(""startTime"", ""0.00793651"")
#P(""endTime"", ""6.71894"")",,,,
string,ACM036.ACM,"#P(""startTime"", ""0.0164021"")
#P(""endTime"", ""4.13735"")",,,,
string,ACM037.ACM,"#P(""startTime"", ""0.0408995"")
#P(""endTime"", ""5.36614"")",,,,
string,ACM038.ACM,"#P(""startTime"", ""0.033545"")
#P(""endTime"", ""2.60857"")",,,,
string,ACM039.ACM,"#P(""startTime"", ""0.0180952"")
#P(""endTime"", ""3.38233"")",,,,
string,ACM040.ACM,"#P(""startTime"", ""0.0208995"")
#P(""endTime"", ""0.929577"")",,,,
string,ACM041.ACM,"#P(""startTime"", ""0.00994709"")
#P(""endTime"", ""10.0167"")",,,,
string,ACM042.ACM,"#P(""startTime"", ""0.0233333"")
#P(""endTime"", ""5.94254"")",,,,
string,ACM043.ACM,"#P(""startTime"", ""0.0125926"")
#P(""endTime"", ""8.04095"")",,,,
string,ACM044.ACM,"#P(""startTime"", ""0.0292063"")
#P(""endTime"", ""4.84302"")",,,,
string,ACM045.ACM,"#P(""startTime"", ""0.0126984"")
#P(""endTime"", ""10.0931"")",,,,
string,ACM046.ACM,"#P(""startTime"", ""0.0133333"")
#P(""endTime"", ""4.36466"")",,,,
string,ACM047.ACM,"#P(""startTime"", ""0.0188889"")
#P(""endTime"", ""2.02397"")",,,,
string,ACM048.ACM,"#P(""startTime"", ""0.00608466"")
#P(""endTime"", ""1.97603"")",,,,
string,ACM049.ACM,"#P(""startTime"", ""0.0144444"")
#P(""endTime"", ""6.11825"")",,,,
string,ACM050.ACM,"#P(""startTime"", ""0.0116931"")
#P(""endTime"", ""6.99746"")",,,,
string,ACM051.ACM,"#P(""startTime"", ""0.00296296"")
#P(""endTime"", ""2.98"")",,,,
string,ACM052.ACM,"#P(""startTime"", ""0.0271429"")
#P(""endTime"", ""5.61349"")",,,,
string,ACM053.ACM,"#P(""startTime"", ""0.0206349"")
#P(""endTime"", ""4.87788"")",,,,
string,ACM054.ACM,"#P(""startTime"", ""0.00359788"")
#P(""endTime"", ""2.82746"")",,,,
string,ACM055.ACM,"#P(""startTime"", ""0.0215344"")
#P(""endTime"", ""5.14481"")",,,,
string,ACM056.ACM,"#P(""startTime"", ""0.0711111"")
#P(""endTime"", ""4.08228"")",,,,
string,ACM057.ACM,"#P(""startTime"", ""0.087037"")
#P(""endTime"", ""6.50159"")",,,,
string,ACM058.ACM,"#P(""startTime"", ""0.0415344"")
#P(""endTime"", ""1.17386"")",,,,
string,ACM059.ACM,"#P(""startTime"", ""0.0605291"")
#P(""endTime"", ""1.50254"")",,,,
string,ACM060.ACM,"#P(""startTime"", ""0.0734392"")
#P(""endTime"", ""4.22513"")",,,,
string,ACM061.ACM,"#P(""startTime"", ""0.0954497"")
#P(""endTime"", ""4.80894"")",,,,
string,ACM062.ACM,"#P(""startTime"", ""0.0448677"")
#P(""endTime"", ""4.07704"")",,,,
string,ACM063.ACM,"#P(""startTime"", ""0.0657143"")
#P(""endTime"", ""3.07587"")",,,,
string,ACM064.ACM,"#P(""startTime"", ""0.0691005"")
#P(""endTime"", ""4.08"")",,,,
string,ACM065.ACM,"#P(""startTime"", ""0.122434"")
#P(""endTime"", ""1.98402"")",,,,
string,ACM066.ACM,"#P(""startTime"", ""0.0674074"")
#P(""endTime"", ""2.21407"")",,,,
string,ACM067.ACM,"#P(""startTime"", ""0.0620106"")
#P(""endTime"", ""1.63894"")",,,,
string,ACM068.ACM,"#P(""startTime"", ""0.0511111"")
#P(""endTime"", ""2.41233"")",,,,
string,ACM069.ACM,"#P(""startTime"", ""0.077672"")
#P(""endTime"", ""3.14503"")",,,,
string,ACM070.ACM,"#P(""startTime"", ""0.00767196"")
#P(""endTime"", ""16.8161"")",,,,
string,ACM071.ACM,"#P(""startTime"", ""0.0708466"")
#P(""endTime"", ""5.16138"")",,,,
string,ACM072.ACM,"#P(""startTime"", ""0.0774603"")
#P(""endTime"", ""3.29741"")",,,,
string,ACM073.ACM,"#P(""startTime"", ""0.0580423"")
#P(""endTime"", ""5.2609"")",,,,
string,ACM074.ACM,"#P(""startTime"", ""0.0353439"")
#P(""endTime"", ""3.55413"")",,,,
string,ACM075.ACM,"#P(""startTime"", ""0.0706349"")
#P(""endTime"", ""4.09519"")",,,,
string,ACM076.ACM,"#P(""startTime"", ""0.00534392"")
#P(""endTime"", ""11.3913"")",,,,
string,ACM077.ACM,"#P(""startTime"", ""0.0175661"")
#P(""endTime"", ""4.21127"")",,,,
string,ACM078.ACM,"#P(""startTime"", ""0.0844444"")
#P(""endTime"", ""4.00852"")",,,,
string,ACM079.ACM,"#P(""startTime"", ""0.0147619"")
#P(""endTime"", ""5.48222"")",,,,
string,ACM080.ACM,"#P(""startTime"", ""0.0639683"")
#P(""endTime"", ""2.74243"")",,,,
string,ACM081.ACM,"#P(""startTime"", ""0.0395238"")
#P(""endTime"", ""1.52127"")",,,,
string,ACM082.ACM,"#P(""startTime"", ""0.111746"")
#P(""endTime"", ""2.2918"")",,,,
string,ACM083.ACM,"#P(""startTime"", ""0.0116402"")
#P(""endTime"", ""7.93254"")",,,,
string,ACM084.ACM,"#P(""startTime"", ""0.0142328"")
#P(""endTime"", ""7.90571"")",,,,
string,ACM085.ACM,"#P(""startTime"", ""0.00640212"")
#P(""endTime"", ""5.04317"")",,,,
string,ACM086.ACM,"#P(""startTime"", ""0.0165608"")
#P(""endTime"", ""8.36455"")",,,,
string,ACM087.ACM,"#P(""startTime"", ""0.0192063"")
#P(""endTime"", ""1.43254"")",,,,
string,ACM088.ACM,"#P(""startTime"", ""0.00603175"")
#P(""endTime"", ""4.24053"")",,,,
string,ACM089.ACM,"#P(""startTime"", ""0.0113757"")
#P(""endTime"", ""3.85831"")",,,,
string,ACM090.ACM,"#P(""startTime"", ""0.0240741"")
#P(""endTime"", ""6.17333"")",,,,
string,ACM091.ACM,"#P(""startTime"", ""0.0124339"")
#P(""endTime"", ""2.33143"")",,,,
string,ACM092.ACM,"#P(""startTime"", ""0.00830688"")
#P(""endTime"", ""3.55815"")",,,,
string,ACM093.ACM,"#P(""startTime"", ""0.00137566"")
#P(""endTime"", ""5.30508"")",,,,
string,ACM094.ACM,"#P(""startTime"", ""0.0125926"")
#P(""endTime"", ""2.12836"")",,,,
string,ACM095.ACM,"#P(""startTime"", ""0.00455026"")
#P(""endTime"", ""6.30026"")",,,,
string,ACM096.ACM,"#P(""startTime"", ""0.0172487"")
#P(""endTime"", ""2.59032"")",,,,
string,ACM097.ACM,"#P(""startTime"", ""0.0211111"")
#P(""endTime"", ""5.22471"")",,,,
string,ACM098.ACM,"#P(""startTime"", ""0.0094709"")
#P(""endTime"", ""0.812698"")",,,,
string,ACM099.ACM,"#P(""startTime"", ""0.0253968"")
#P(""endTime"", ""3.36053"")",,,,
string,ACM100.ACM,"#P(""startTime"", ""0.00984127"")
#P(""endTime"", ""1.81884"")",,,,
string,ACM1000.ACM,"#P(""startTime"", ""0.0303175"")
#P(""endTime"", ""3.54392"")",,,,
string,ACM1001.ACM,"#P(""startTime"", ""0.0104233"")
#P(""endTime"", ""3.42979"")",,,,
string,ACM1002.ACM,"#P(""startTime"", ""0.0168254"")
#P(""endTime"", ""3.27026"")",,,,
string,ACM1003.ACM,"#P(""startTime"", ""0.0475661"")
#P(""endTime"", ""3.10492"")",,,,
string,ACM1005.ACM,"#P(""startTime"", ""0.0153968"")
#P(""endTime"", ""0.345291"")",,,,
string,ACM1006.ACM,"#P(""startTime"", ""0.0291534"")
#P(""endTime"", ""3.57217"")",,,,
string,ACM101.ACM,"#P(""startTime"", ""0.0291005"")
#P(""endTime"", ""3.39799"")",,,,
string,ACM102.ACM,"#P(""startTime"", ""0.00497354"")
#P(""endTime"", ""2.99497"")",,,,
string,ACM103.ACM,"#P(""startTime"", ""0.00613757"")
#P(""endTime"", ""1.67937"")",,,,
string,ACM104.ACM,"#P(""startTime"", ""0.0212169"")
#P(""endTime"", ""2.50746"")",,,,
string,ACM105.ACM,"#P(""startTime"", ""0.0052381"")
#P(""endTime"", ""6.35127"")",,,,
string,ACM106.ACM,"#P(""startTime"", ""0.0120106"")
#P(""endTime"", ""2.44878"")",,,,
string,ACM107.ACM,"#P(""startTime"", ""0.026455"")
#P(""endTime"", ""6.29455"")",,,,
string,ACM108.ACM,"#P(""startTime"", ""0.01"")
#P(""endTime"", ""3.06937"")",,,,
string,ACM109.ACM,"#P(""startTime"", ""0.0333333"")
#P(""endTime"", ""2.13058"")",,,,
string,ACM110.ACM,"#P(""startTime"", ""0.0434921"")
#P(""endTime"", ""3.34582"")",,,,
string,ACM111.ACM,"#P(""startTime"", ""0.00560847"")
#P(""endTime"", ""6.02413"")",,,,
string,ACM112.ACM,"#P(""startTime"", ""0.00412698"")
#P(""endTime"", ""6.58418"")",,,,
string,ACM113.ACM,"#P(""startTime"", ""0.0561905"")
#P(""endTime"", ""2.6355"")",,,,
string,ACM114.ACM,"#P(""startTime"", ""0.0167725"")
#P(""endTime"", ""3.57772"")",,,,
string,ACM115.ACM,"#P(""startTime"", ""0.00978836"")
#P(""endTime"", ""5.22159"")",,,,
string,ACM116.ACM,"#P(""startTime"", ""0.0155026"")
#P(""endTime"", ""6.84153"")",,,,
