,,,,"//==================================
// Text block 0 (sector 0x0)
//==================================",,,
,,,,"//==================================
// Unindexed strings 
//==================================",,,
string,block0-0x18,,,製品版コース,Release Version Course,,
string,block0-0x25,,,デバックコース,Debug Course,NOTE: why do they spell デバッグ as デバック?? it's like this in every single yuna game!,
string,block0-0x34,,,調整コース,Adjustment Course,,
string,block0-0x3F,,,ＳＰコース,SP Course,,
string,block0-0x4A,,,反町くんのコース,Sorimachi-kun's Course,NOTE: programmer fumio sorimachi,
string,block0-0x5B,,,佐伯くんのコース,Saeki-kun's Course,,
string,block0-0x6C,,,巻島くんのコース,Makishima-kun's Course,NOTE: programmer kazuyuki makishima,
string,block0-0x7D,,,最初から実行,Execute from start,,
string,block0-0x8A,,,佐伯くん実行,Saeki-kun execute,NOTE: programmer nobuyuki saeki,
string,block0-0x97,,,テストコース実行,Test course execute,,
string,block0-0xA8,,,止める,Stop,,
string,block0-0xAF,,,佐伯デバッグ,Saeki Debug,,
string,block0-0xBC,,,ロングレンジ,Long-Range,,
string,block0-0xC9,,,アドベンチャ,Adventure,,
string,block0-0xD6,,,ムービー,Movie,,
string,block0-0xDF,,,ＡＤＰＣＭ,ADPCM,,
string,block0-0x120,,,ＣＨ０１,CH01,,
string,block0-0x129,,,ＣＨ０２,CH02,,
string,block0-0x132,,,ＣＨ０３,CH03,,
string,block0-0x13B,,,ＣＨ０４,CH04,,
string,block0-0x144,,,ＣＨ０５,CH05,,
string,block0-0x14D,,,やっぱ止める,Quit,,
string,block0-0x15A,,,１から８まで,1 to 8,,
string,block0-0x167,,,９から１１とＯＰ・Ｐ１,"9 to 11, OP/P1",,
string,block0-0x17E,,,ＭＯＶＩＥ再生,Movie Playback,,
string,block0-0x18D,,,０１－２,01-2,,
string,block0-0x196,,,０２,02,,
string,block0-0x19B,,,０３,03,,
string,block0-0x1A0,,,０４,04,,
string,block0-0x1A5,,,０５,05,,
string,block0-0x1AA,,,０６,06,,
string,block0-0x1AF,,,０７,07,,
string,block0-0x1B4,,,０８,08,,
string,block0-0x1B9,,,戻る,Back,,
string,block0-0x200,,,０９－１,09-1,,
string,block0-0x209,,,０９－２,09-2,,
string,block0-0x212,,,０９－３,09-3,,
string,block0-0x21B,,,０９－４,09-4,,
string,block0-0x224,,,９－０２,9-02,,
string,block0-0x22D,,,１０,10,,
string,block0-0x232,,,１１,11,,
string,block0-0x237,,,ＯＰ,OP,,
string,block0-0x23C,,,Ｐ１,P1,,
string,block0-0x29D,,,１Ａ,1A,,
string,block0-0x2A2,,,１Ｂ,1B,,
string,block0-0x2A7,,,２,2,,
string,block0-0x2AA,,,３,3,,
string,block0-0x2AD,,,４,4,,
string,block0-0x2B0,,,５,5,,
string,block0-0x2B3,,,６,6,,
string,block0-0x2B6,,,　７,7,,
string,block0-0x2BB,,,　８,8,,
string,block0-0x2C0,,,　９,9,,
string,block0-0x2C5,,,１２,12,,
string,block0-0x2CA,,,１３,13,,
string,block0-0x2CF,,,１４Ａ,14A,,
string,block0-0x2D6,,,１４Ｂ,14B,,
string,block0-0x2DD,,,１５,15,,
string,block0-0x2E2,,,１６,16,,
string,block0-0x2E7,,,１７Ａ,17A,,
string,block0-0x2EE,,,１７Ｂ,17B,,
string,block0-0x2F5,,,１８,18,,
string,block0-0x2FA,,,１９,19,,
string,block0-0x2FF,,,２０,20,,
string,block0-0x304,,,２１,21,,
string,block0-0x309,,,２２,22,,
string,block0-0x30E,,,２３,23,,
string,block0-0x313,,,２４,24,,
string,block0-0x36C,,,はい,Yes,,
string,block0-0x371,,,いいえ,No,,
string,block0-0x378,,,まだサンプルを見ますか？,Continue viewing samples?,,
string,block0-0x391,,,ＣＨ１,CH1,,
string,block0-0x398,,,ＣＨ２,CH2,,
string,block0-0x39F,,,ＣＨ３,CH3,,
string,block0-0x3A6,,,ＣＨ４,CH4,,
string,block0-0x3AD,,,ＣＨ５前,CH5 1,,
string,block0-0x3B6,,,ＣＨ５中,CH5 2,,
string,block0-0x3BF,,,ＣＨ５後,CH5 3,,
string,block0-0x3C8,,,その他１,Misc. 1,,
string,block0-0x3D1,,,１,1,,
string,block0-0x3D4,,,５０,50,,
string,block0-0x3D9,,,５１,51,,
string,block0-0x3DE,,,７,7,,
string,block0-0x3E1,,,８,8,,
string,block0-0x3E4,,,９,9,,
string,block0-0x3E7,,,５２,52,,
string,block0-0x3EC,,,５３（１３）,53 (13),,
string,block0-0x3F9,,,５４（１５、５５、５７）,"54 (15, 55, 57)",,
string,block0-0x412,,,６０（６４、６１、６３）,"60 (64, 61, 63)",,
string,block0-0x42B,,,６７（６８）,67 (68),,
string,block0-0x438,,,６８（７１、１８）,"68 (71, 18)",,
string,block0-0x44B,,,６８（７０、６９）,"68 (70, 69)",,
string,block0-0x45E,,,１９（７７）,19 (77),,
string,block0-0x46B,,,２５,25,,
string,block0-0x470,,,７９,79,,
string,block0-0x475,,,２６,26,,
string,block0-0x47A,,,２７,27,,
string,block0-0x47F,,,８０,80,,
string,block0-0x484,,,８１,81,,
string,block0-0x489,,,８２,82,,
string,block0-0x48E,,,８３,83,,
string,block0-0x493,,,８４,84,,
string,block0-0x498,,,１１１,111,,
string,block0-0x49F,,,８５,85,,
string,block0-0x4A4,,,８６,86,,
string,block0-0x4A9,,,８７,87,,
string,block0-0x4AE,,,８８,88,,
string,block0-0x4B3,,,８９,89,,
string,block0-0x4B8,,,９０,90,,
string,block0-0x4BD,,,９１,91,,
string,block0-0x4C2,,,９２,92,,
string,block0-0x4C7,,,９３,93,,
string,block0-0x4CC,,,９４,94,,
string,block0-0x4D1,,,２９,29,,
string,block0-0x4D6,,,９８,98,,
string,block0-0x4DB,,,９６,96,,
string,block0-0x4E0,,,９９,99,,
string,block0-0x4E5,,,１１２,112,,
string,block0-0x4EC,,,１００,100,,
string,block0-0x4F3,,,１０１,101,,
string,block0-0x4FA,,,１２１,121,,
string,block0-0x501,,,１０２,102,,
string,block0-0x508,,,１０３,103,,
string,block0-0x50F,,,１０４,104,,
string,block0-0x516,,,１０５,105,,
string,block0-0x51D,,,１０６,106,,
string,block0-0x524,,,１０７,107,,
string,block0-0x52B,,,１０８,108,,
string,block0-0x532,,,１０９,109,,
string,block0-0x539,,,１１０,110,,
string,block0-0x540,,,３０,30,,
string,block0-0x545,,,３１,31,,
string,block0-0x54A,,,３２,32,,
string,block0-n-0xF6,,,ＡＣＭ２１２１,ACM2121,,
string,block0-n-0x111,,,ＡＣＭ２１２５,ACM2125,,
string,block0-n-0x318,Yuna: {,},"キャーーーーッ!!
プリンセス号が〜〜","EEEEEEEE!\n
The Princess is--!!",,
string,block0-n-0x55A,Yuna: {,},うわ〜〜い！,Yipeeeee!,,
string,block0-n-0x578,Yuna: {,},"もう春だなぁ…
舞ちゃんが　お腹こわして
授業は早く終わるし……","It's springtime...\n
Mai got a tummyache, and class let out early...",,
string,block0-n-0x5D4,{,},"ぽかぽかと暖かいし…
なんかウキウキしちゃう!!","And it's so nice and warm...\n
It makes me feel all fuzzy inside!","NOTE: we open the game with yuna talking about how it's warm outside, and in the ending cutscene, after defeating all the bad guys and restoring life to the machinate planet, she's again marveling that it's ""warm"". i comment on this mostly because i didn't pick up on it until i'd played the game about ten times and almost translated this line in such a way as to remove the connection.",
string,block0-n-0x615,Yuna: {,},"亜耶乎ちゃん…
これが地球の春っていうんだよ…
気持ちいいでしょ……","Ayako...\n
This is called the Earth's ^spring~...\n
Doesn't it feel nice...?",,
string,block0-n-0x675,Yuri: {,},"はぐはぐはぐ……
ユナさん　歩くの速いですぅ[sweat]","(munch) (munch) (munch)...\n
Miss Yuna, you walk fast.[nbsp][sweat]",,
string,block0-n-0x6BE,Yuna: {,},"って…ユーリィ！
いつの間にそんなもの　買ったのよ!?","Hey...Yuri!\n
When did you buy all that!?",,
string,block0-n-0x709,Yuri: {,},"だって　ココの
ウメオカカライスバーガーって
最高においしいんですぅ❤","The ume okaka rice burgers here are the very best, you know.[nbsp]❤","NOTE: some sort of food involving ume (Japanese plums) and ""finely chopped katsuobushi"". i'm afraid this is beyond my culinary expertise.",
string,block0-n-0x76F,{,},"特別に　ユナさんにも
一つ　あげますですぅ❤","I will specially give you one as well, Miss Yuna.[nbsp]❤",,
string,block0-n-0x7AE,Yuna: {,},"エヘッ❤　ホントはあたしも
お腹ヘってたんだぁ！","Eh-heh.[nbsp]❤ Actually, I'm pretty hungry too!",,
string,block0-n-0x7F5,{,},いっただきまーす!!,Thanks for the food!,,
string,block0-n-0x815,Yuna: {,},"モグモグ……ホ　ホントだぁ！
コレ　とってもおいしい！
サンキュー　ユーリィ❤","(chomp) (chomp)...Y-you're right! This is SUPER delicious!\n
Thanks, Yuri![nbsp]❤",,
string,block0-n-0x87F,Yuri: {,},"ユナさんが喜んでくれて
ユーリィ　とってもうれしいですぅ！","Yuri is very happy that you are pleased, Miss Yuna!",,
string,block0-n-0x8D4,Yuna: {,},"あれぇ　詩織ちゃん！
今日はどうしたの？　お買いもの？","Oh? Shiori!\n
What're you up to today? Shopping?",,
string,block0-n-0x921,Shiori: {,},"え〜〜と〜〜〜
そうだったような〜〜〜
違うような〜〜〜","Uhhhhmmmmm...\n
I think...that's what it was...\n
Or maaaaaaybe...it wasn't...",,
string,block0-n-0x975,Yuna: {,},はあ……………あれ？,(sigh)...Huh?,,
string,block0-n-0x99B,Yuna: {,},"何だろう？
急に空が暗くなってきた…","What's going on?\n
The sky's gotten dark all of a sudden...",,
string,block0-n-0x9D7,Shiori: {,},"なんか〜〜〜すっご〜〜〜く
いや〜な　よかんがします〜〜〜",Somehow...I have a veeeeeeery bad feeling...about this...,,
string,block0-n-0xA28,Yuna: {,},"わぁーーーーーっ！
か　雷だぁ〜っ[sweat]","WAAAAAAAH!!\n
L-lightning![nbsp][sweat]",,
string,block0-n-0xA63,Yuri: {,},"おヘソ取られないように
隠すですぅ！",Hide your belly button so it is not stolen!,"NOTE: there is a japanese children's superstition that lightning can steal your belly button and you have to ""hide"" (cover) it to prevent this. i'm not localizing it because a.) it's not really localizable, and b.) it makes me laugh",
string,block0-n-0xAA2,Yuri: {,},"ヒーローショーの
悪役みたいですぅ",She is like the bad guy in a hero show.,,
string,block0-n-0xADF,Yuna: {,},"ってことは　もしかしたら
ポリリーナ様がシュバシュバッと……
ワクワク❤","...Which means that, just maybe, Polylina will leap out, and THEN...\n
Ooooh man...[nbsp]❤",FIXME: i honestly have no idea what action シュバシュバッ is supposed to imply here. cool fighting stuff?,
